age,workclass,educational-num,marital-status,occupation,relationship,hours-per-week,is_Male,income >50K,is_White,from_USA,gained-capital
39,Private,9,Widowed/Separated,Simple Services,Child,50,1,0,1,1,0
49,Private,10,Married,Sales,Husband,40,1,1,1,1,1
44,Self Employed,10,Widowed/Separated,Simple Services,Shared Housing,45,1,0,1,1,0
27,Private,5,Married,Simple Services,Wife,37,0,0,1,0,0
50,Private,9,Married,Administrative,Husband,40,1,0,1,1,0
39,Private,13,Married,Professional,Husband,40,1,1,1,1,0
41,Private,9,Never-married,Sales,Single,40,0,0,0,1,0
55,Private,13,Married,Public Safety,Husband,40,1,1,1,1,0
53,Private,2,Married,Simple Services,Husband,35,1,0,0,0,0
53,Government,14,Widowed/Separated,Professional,Single,50,0,0,1,1,0
31,Private,14,Married,Management,Husband,70,1,1,1,0,0
21,Private,9,Never-married,Specialized Services,Shared Housing,40,1,0,1,1,0
30,Private,9,Widowed/Separated,Simple Services,Shared Housing,40,1,0,0,1,0
53,Private,14,Never-married,Management,Shared Housing,60,0,1,1,1,0
47,Private,10,Married,Specialized Services,Husband,47,1,0,1,1,0
60,Private,13,Widowed/Separated,Management,Shared Housing,40,0,1,1,0,0
59,Private,5,Widowed/Separated,Simple Services,Single,40,0,0,1,0,0
37,Private,13,Never-married,Management,Shared Housing,48,1,1,1,1,0
47,Government,13,Married,Specialized Services,Husband,40,1,0,1,1,0
49,Private,5,Married,Specialized Services,Husband,40,1,0,1,1,0
73,Government,10,Never-married,Professional,Shared Housing,11,0,0,1,1,0
58,Private,9,Widowed/Separated,Simple Services,Single,20,0,0,0,1,0
35,Private,10,Never-married,Simple Services,Child,40,1,0,0,1,0
24,Government,10,Married,Professional,Wife,50,0,0,1,1,0
62,Private,9,Widowed/Separated,Administrative,Shared Housing,38,0,0,1,1,0
58,Private,9,Married,Administrative,Wife,40,0,0,1,1,0
51,Private,10,Married,Administrative,Husband,40,1,1,1,1,1
21,Private,9,Never-married,Sales,Child,40,1,0,0,1,0
30,Private,13,Married,Specialized Services,Husband,40,1,0,1,1,0
27,Private,11,Never-married,Professional,Shared Housing,36,0,0,1,0,0
25,Private,13,Married,Specialized Services,Husband,40,1,1,1,1,1
31,Private,9,Never-married,Specialized Services,Shared Housing,45,1,0,0,1,0
31,Private,9,Never-married,Simple Services,Single,34,0,0,0,1,0
44,Private,10,Married,Specialized Services,Husband,50,1,1,1,1,1
52,Self Employed,16,Married,Professional,Husband,65,1,1,1,1,1
30,Private,12,Married,Sales,Husband,40,1,0,1,1,0
29,Private,9,Never-married,Simple Services,Child,40,1,0,0,1,0
36,Private,7,Widowed/Separated,Simple Services,Shared Housing,40,1,0,1,1,0
54,Self Employed,13,Married,Professional,Husband,50,1,0,1,1,0
59,Government,10,Widowed/Separated,Public Safety,Shared Housing,40,1,1,1,1,0
55,Private,10,Never-married,Administrative,Shared Housing,45,1,0,1,1,0
22,Private,12,Never-married,Administrative,Child,20,0,0,1,1,0
42,Private,9,Widowed/Separated,Simple Services,Shared Housing,40,0,0,1,1,0
36,Private,12,Married,Sales,Wife,40,0,0,1,1,0
32,Private,13,Married,Professional,Husband,40,1,1,1,1,0
44,Private,4,Married,Specialized Services,Husband,40,1,0,1,1,0
25,Private,7,Married,Simple Services,Shared Housing,40,1,0,1,0,0
31,Private,9,Married,Simple Services,Husband,50,1,0,1,1,0
33,Private,9,Never-married,Simple Services,Child,40,1,0,1,1,0
54,Self Employed,12,Married,Sales,Husband,50,1,1,1,1,0
42,Self Employed,9,Never-married,Management,Shared Housing,48,1,0,1,1,0
49,Private,9,Married,Simple Services,Husband,44,1,0,1,1,0
30,Private,9,Married,Administrative,Husband,44,1,0,1,1,0
54,Private,9,Widowed/Separated,Management,Single,45,0,0,1,1,0
39,Private,10,Never-married,Simple Services,Single,40,1,0,1,1,0
24,Private,10,Never-married,Simple Services,Child,40,1,0,1,1,0
21,Private,9,Never-married,Administrative,Child,44,0,0,1,1,0
23,Private,5,Never-married,Simple Services,Single,30,0,0,0,1,0
54,Private,9,Widowed/Separated,Administrative,Single,42,0,0,1,1,0
23,Private,14,Never-married,Sales,Shared Housing,20,0,0,1,1,0
39,Private,9,Widowed/Separated,Simple Services,Single,40,1,0,1,1,0
23,Private,10,Never-married,Professional,Shared Housing,25,1,0,1,1,0
41,Private,10,Married,Simple Services,Husband,40,1,1,0,1,0
32,Private,7,Never-married,Simple Services,Shared Housing,40,1,0,0,1,0
57,Private,9,Married,Specialized Services,Husband,40,1,0,1,1,0
18,Private,9,Never-married,Administrative,Shared Housing,30,0,0,1,1,0
60,Government,16,Married,Professional,Husband,60,1,1,1,1,1
21,Private,10,Never-married,Simple Services,Child,40,0,0,1,1,0
53,Private,10,Widowed/Separated,Administrative,Shared Housing,22,0,0,1,1,0
38,Private,13,Married,Management,Husband,55,1,1,1,1,1
21,Private,10,Never-married,Simple Services,Shared Housing,40,1,0,1,1,0
53,Private,16,Widowed/Separated,Management,Shared Housing,55,0,1,1,1,0
24,Private,9,Never-married,Specialized Services,Shared Housing,40,1,0,1,1,0
36,Government,12,Married,Simple Services,Husband,40,1,0,1,1,0
29,Private,14,Never-married,Management,Shared Housing,60,1,0,0,1,0
23,Private,10,Never-married,Sales,Shared Housing,40,1,0,1,1,0
44,Private,10,Married,Management,Husband,50,1,0,1,1,0
32,Government,14,Married,Professional,Husband,48,1,0,1,1,0
25,Private,13,Never-married,Management,Shared Housing,50,0,0,1,1,0
41,Self Employed,9,Widowed/Separated,Specialized Services,Single,27,1,0,1,1,0
18,Private,9,Never-married,Simple Services,Child,30,0,0,1,1,0
57,Private,10,Married,Specialized Services,Husband,45,1,0,1,1,0
62,Private,13,Widowed/Separated,Management,Shared Housing,50,1,1,1,1,1
29,Private,13,Never-married,Simple Services,Child,40,1,0,1,1,0
19,Private,9,Never-married,Simple Services,Child,40,0,0,0,1,0
35,Self Employed,15,Married,Professional,Husband,65,1,1,1,1,0
52,Private,13,Married,Professional,Husband,50,1,1,1,1,0
28,Private,6,Never-married,Simple Services,Single,40,0,0,1,1,0
38,Private,9,Never-married,Simple Services,Child,40,1,0,1,1,0
42,Private,10,Widowed/Separated,Sales,Single,40,0,0,0,1,0
41,Private,13,Never-married,Professional,Shared Housing,40,1,0,0,1,0
23,Private,13,Never-married,Professional,Shared Housing,38,1,0,1,1,0
31,Private,14,Married,Sales,Husband,76,1,1,1,1,0
31,Private,3,Never-married,Simple Services,Shared Housing,45,1,0,1,0,0
46,Private,14,Married,Professional,Husband,40,1,1,1,1,0
18,Private,7,Never-married,Sales,Child,20,0,0,1,1,0
57,Self Employed,14,Married,Specialized Services,Husband,38,1,1,1,1,0
25,Private,11,Never-married,Administrative,Shared Housing,38,0,0,1,1,0
32,Private,14,Married,Management,Husband,40,1,1,1,1,0
27,Private,5,Never-married,Professional,Child,40,1,0,1,1,0
46,Government,13,Married,Professional,Husband,45,1,1,1,1,1
43,Government,9,Never-married,Specialized Services,Single,40,1,0,1,1,0
56,Self Employed,13,Married,Professional,Shared Housing,40,0,1,1,1,0
19,Private,9,Married,Specialized Services,Wife,40,0,0,1,1,0
20,Government,9,Never-married,Administrative,Child,40,0,0,1,1,0
42,Private,10,Never-married,Simple Services,Shared Housing,45,1,0,1,1,0
90,Private,9,Widowed/Separated,Simple Services,Single,99,1,0,1,1,0
25,Private,7,Widowed/Separated,Simple Services,Shared Housing,35,1,0,0,1,0
27,Private,9,Never-married,Simple Services,Shared Housing,40,0,0,0,0,0
48,Private,9,Married,Simple Services,Husband,44,1,0,1,1,0
48,Government,10,Never-married,Administrative,Shared Housing,40,1,0,0,1,0
27,Private,9,Married,Specialized Services,Husband,48,1,0,1,1,0
46,Private,13,Widowed/Separated,Specialized Services,Single,38,0,0,1,1,0
32,Private,3,Married,Simple Services,Shared Housing,40,1,0,1,1,0
22,Private,11,Married,Specialized Services,Husband,40,1,0,1,1,0
24,Private,13,Married,Professional,Wife,40,0,1,1,1,0
31,Private,9,Married,Specialized Services,Husband,65,1,0,1,1,0
20,Private,10,Never-married,Professional,Shared Housing,18,0,0,1,1,0
28,Self Employed,15,Never-married,Professional,Shared Housing,40,1,0,1,1,1
40,Self Employed,9,Married,Management,Husband,60,1,1,1,1,0
39,Private,9,Married,Simple Services,Husband,40,1,1,1,1,0
54,Government,9,Married,Simple Services,Husband,40,1,0,1,1,0
59,Government,10,Married,Public Safety,Husband,42,1,0,1,1,0
17,Private,7,Never-married,Sales,Child,18,0,0,1,1,0
25,Self Employed,10,Never-married,Specialized Services,Child,80,1,0,1,1,0
49,Government,9,Married,Public Safety,Husband,40,1,1,1,1,0
55,Self Employed,9,Widowed/Separated,Management,Shared Housing,60,1,0,1,1,1
39,Private,9,Married,Specialized Services,Husband,40,1,0,1,1,0
67,Private,10,Widowed/Separated,Professional,Shared Housing,16,0,0,1,1,0
28,Private,9,Never-married,Simple Services,Single,40,1,0,1,1,0
35,Private,5,Married,Simple Services,Husband,40,1,0,1,0,0
44,Private,9,Married,Administrative,Husband,48,1,1,1,1,0
51,Private,14,Married,Professional,Husband,47,1,1,1,1,0
55,Private,13,Widowed/Separated,Professional,Child,40,1,0,0,1,0
45,Government,9,Married,Public Safety,Husband,78,1,1,1,1,0
32,Private,9,Married,Specialized Services,Husband,48,1,0,1,1,0
45,Private,10,Widowed/Separated,Management,Single,40,0,0,1,1,0
45,Private,14,Married,Management,Husband,60,1,1,1,0,1
35,Private,13,Never-married,Sales,Shared Housing,40,1,1,1,1,0
55,Government,9,Married,Simple Services,Husband,44,1,0,1,1,0
59,Private,10,Married,Specialized Services,Husband,40,1,1,1,1,0
22,Private,9,Never-married,Administrative,Shared Housing,55,0,0,1,1,0
46,Government,14,Widowed/Separated,Management,Single,35,0,0,0,1,0
23,Private,9,Never-married,Professional,Child,40,1,0,1,1,0
47,Private,13,Married,Management,Husband,45,1,1,1,1,0
34,Private,9,Married,Specialized Services,Husband,30,1,0,1,0,0
51,Private,7,Widowed/Separated,Simple Services,Child,40,1,0,1,1,0
40,Private,11,Married,Sales,Husband,50,1,0,1,1,0
24,Government,10,Never-married,Administrative,Child,12,1,0,1,1,0
20,Private,10,Never-married,Professional,Shared Housing,72,1,0,1,1,0
44,Private,10,Widowed/Separated,Simple Services,Single,50,1,0,1,1,1
26,Private,9,Widowed/Separated,Specialized Services,Single,40,1,0,1,1,0
35,Government,9,Widowed/Separated,Administrative,Single,38,0,0,1,1,0
23,Private,10,Never-married,Simple Services,Single,40,1,0,0,0,0
40,Private,9,Widowed/Separated,Specialized Services,Shared Housing,50,1,0,1,1,0
49,Government,9,Married,Public Safety,Husband,40,1,0,1,1,0
32,Private,9,Never-married,Simple Services,Shared Housing,45,1,0,1,1,0
28,Private,11,Widowed/Separated,Professional,Single,40,0,0,1,1,0
51,Private,14,Married,Management,Husband,60,1,1,1,1,1
62,Private,11,Married,Management,Husband,50,1,1,1,1,0
31,Private,10,Married,Simple Services,Husband,40,1,0,1,0,0
47,Government,12,Married,Public Safety,Husband,40,1,1,1,1,0
36,Private,11,Never-married,Specialized Services,Shared Housing,3,0,0,1,1,0
44,Government,9,Never-married,Specialized Services,Shared Housing,40,1,0,1,1,0
46,Private,13,Married,Management,Husband,40,1,1,1,1,0
32,Private,9,Never-married,Specialized Services,Shared Housing,40,1,0,1,1,0
51,Self Employed,12,Widowed/Separated,Simple Services,Single,30,0,0,0,1,0
48,Private,13,Married,Management,Husband,45,1,1,1,1,0
28,Private,13,Never-married,Simple Services,Single,40,0,0,0,1,0
57,Self Employed,10,Married,Specialized Services,Husband,60,1,1,1,1,0
33,Private,11,Married,Sales,Husband,40,1,0,1,1,0
42,Private,9,Widowed/Separated,Simple Services,Shared Housing,15,1,0,1,1,0
17,Private,6,Never-married,Simple Services,Child,40,1,0,1,1,0
31,Self Employed,13,Married,Management,Husband,55,1,1,1,1,0
35,Private,10,Never-married,Simple Services,Shared Housing,40,1,0,1,1,0
20,Private,9,Never-married,Simple Services,Child,40,1,0,1,1,0
36,Private,9,Married,Management,Wife,40,0,0,1,1,0
24,Private,10,Never-married,Sales,Shared Housing,24,0,0,1,1,0
33,Private,10,Married,Simple Services,Husband,50,1,1,0,1,0
36,Private,10,Married,Administrative,Husband,40,1,0,1,1,0
31,Private,13,Widowed/Separated,Management,Single,40,0,0,1,1,0
29,Private,12,Widowed/Separated,Sales,Single,40,0,0,1,1,1
47,Private,13,Married,Sales,Husband,60,1,1,1,1,0
30,Private,16,Married,Professional,Husband,75,1,1,1,1,1
34,Private,9,Married,Professional,Husband,50,1,0,1,1,0
23,Private,9,Never-married,Simple Services,Shared Housing,40,0,0,1,1,0
33,Private,11,Widowed/Separated,Administrative,Shared Housing,40,1,0,1,1,0
59,Private,6,Widowed/Separated,Simple Services,Shared Housing,40,0,0,1,1,0
67,Self Employed,13,Widowed/Separated,Professional,Shared Housing,40,1,0,1,1,0
26,Private,9,Widowed/Separated,Simple Services,Shared Housing,40,1,0,1,1,0
27,Private,9,Married,Simple Services,Husband,40,1,0,0,0,1
24,Private,13,Never-married,Administrative,Child,39,1,0,1,1,0
44,Government,11,Widowed/Separated,Specialized Services,Shared Housing,40,1,0,1,1,0
31,Private,9,Married,Specialized Services,Husband,40,1,1,1,1,0
28,Private,15,Married,Professional,Husband,60,1,0,1,1,0
19,Private,9,Never-married,Simple Services,Child,20,0,0,1,1,0
31,Self Employed,13,Married,Management,Wife,40,0,1,1,1,0
20,Private,9,Never-married,Administrative,Shared Housing,40,0,0,1,1,0
64,Private,9,Widowed/Separated,Simple Services,Shared Housing,15,0,0,1,1,0
47,Government,9,Married,Administrative,Wife,40,0,1,1,1,0
36,Private,10,Never-married,Administrative,Shared Housing,35,0,0,1,1,0
48,Private,9,Married,Specialized Services,Husband,44,1,1,1,1,0
19,Self Employed,10,Never-married,Simple Services,Child,40,0,0,1,0,0
22,Private,9,Never-married,Sales,Child,35,0,0,0,1,0
56,Private,5,Widowed/Separated,Administrative,Shared Housing,40,1,0,1,1,0
22,Private,10,Never-married,Administrative,Shared Housing,50,1,0,1,1,0
37,Private,13,Married,Professional,Husband,99,1,1,1,1,0
57,Government,13,Widowed/Separated,Professional,Shared Housing,35,0,0,1,1,0
38,Private,12,Married,Sales,Husband,50,1,1,1,1,0
34,Private,9,Never-married,Simple Services,Single,40,0,0,0,1,0
38,Government,10,Widowed/Separated,Management,Shared Housing,40,0,0,1,1,0
30,Self Employed,10,Married,Management,Husband,40,1,1,0,0,0
32,Private,13,Never-married,Professional,Shared Housing,45,1,1,1,1,0
29,Private,8,Married,Simple Services,Shared Housing,40,0,0,0,1,0
56,Private,9,Married,Simple Services,Husband,40,1,0,1,1,0
42,Private,11,Married,Management,Wife,35,0,1,1,1,1
71,Government,9,Widowed/Separated,Management,Shared Housing,33,0,0,1,1,0
20,Private,7,Never-married,Simple Services,Child,40,1,0,1,1,0
25,Private,9,Never-married,Simple Services,Child,36,1,0,1,1,0
61,Private,10,Married,Professional,Husband,50,1,1,1,1,0
24,Government,13,Married,Management,Wife,40,0,0,1,1,0
51,Private,5,Never-married,Simple Services,Single,40,0,0,0,1,0
27,Private,9,Never-married,Administrative,Shared Housing,40,1,0,1,1,0
41,Private,10,Married,Management,Wife,40,0,1,1,1,0
31,Private,9,Widowed/Separated,Simple Services,Shared Housing,40,1,0,1,1,0
39,Private,9,Widowed/Separated,Simple Services,Single,16,0,0,0,1,0
51,Self Employed,15,Married,Professional,Husband,40,1,0,1,1,0
52,Private,9,Never-married,Management,Single,40,0,0,1,1,0
49,Private,13,Married,Professional,Husband,40,1,1,1,1,0
43,Private,10,Married,Specialized Services,Husband,40,1,0,1,1,0
45,Private,13,Married,Management,Husband,60,1,1,1,1,0
49,Private,9,Widowed/Separated,Simple Services,Shared Housing,40,1,0,1,1,0
19,Private,9,Never-married,Simple Services,Shared Housing,40,0,0,1,1,0
44,Self Employed,9,Married,Professional,Husband,40,1,0,1,1,0
67,Self Employed,9,Married,Simple Services,Husband,40,1,0,1,1,0
58,Private,15,Married,Professional,Husband,45,1,1,1,1,0
36,Private,13,Married,Professional,Husband,40,1,1,1,1,1
67,Private,9,Widowed/Separated,Administrative,Shared Housing,16,0,1,1,0,1
61,Private,16,Married,Professional,Husband,40,1,1,1,1,0
55,Government,4,Never-married,Simple Services,Single,40,0,0,0,1,0
35,Government,9,Never-married,Administrative,Shared Housing,40,1,0,1,1,0
35,Private,6,Never-married,Simple Services,Single,38,0,0,0,1,0
20,Government,10,Never-married,Administrative,Child,10,0,0,1,1,0
51,Private,9,Married,Administrative,Wife,40,0,0,0,1,0
23,Private,13,Never-married,Professional,Child,40,1,0,1,1,0
39,Private,9,Married,Professional,Husband,24,1,0,1,1,0
36,Private,10,Widowed/Separated,Simple Services,Single,40,0,0,1,1,0
47,Private,9,Married,Sales,Husband,45,1,1,1,1,0
27,Private,13,Never-married,Sales,Shared Housing,80,1,1,1,1,0
29,Private,9,Married,Specialized Services,Husband,40,1,0,1,1,0
21,Government,10,Never-married,Public Safety,Shared Housing,40,1,0,1,1,0
18,Private,10,Never-married,Administrative,Shared Housing,20,0,0,1,1,0
24,Private,10,Never-married,Management,Child,20,1,0,1,1,0
39,Government,9,Married,Specialized Services,Husband,40,1,1,1,1,0
51,Government,10,Married,Management,Husband,40,1,0,1,1,0
47,Private,13,Married,Specialized Services,Husband,40,1,1,1,1,1
62,Private,10,Widowed/Separated,Administrative,Single,30,0,0,1,1,0
49,Private,13,Married,Management,Husband,40,1,1,1,1,0
20,Private,7,Married,Simple Services,Husband,40,1,0,1,1,0
24,Private,10,Never-married,Sales,Shared Housing,40,1,0,1,1,0
25,Private,9,Never-married,Management,Child,40,0,0,1,1,0
54,Self Employed,13,Married,Sales,Husband,40,1,0,1,1,0
25,Private,9,Never-married,Specialized Services,Child,40,1,0,1,1,0
43,Private,10,Widowed/Separated,Sales,Single,55,0,1,1,1,0
26,Private,13,Never-married,Management,Shared Housing,38,1,0,1,1,0
24,Private,9,Married,Simple Services,Husband,40,1,0,1,1,0
18,Private,7,Never-married,Simple Services,Child,20,1,0,0,1,0
45,Self Employed,9,Married,Management,Husband,25,1,0,1,1,0
26,Private,13,Never-married,Sales,Shared Housing,40,1,0,1,1,0
47,Private,10,Never-married,Simple Services,Child,40,1,0,1,1,0
21,Unemployed,9,Never-married,Specialized Services,Child,40,1,0,0,1,0
29,Private,9,Widowed/Separated,Simple Services,Single,99,0,0,1,1,0
68,Private,10,Married,Professional,Husband,15,1,0,1,1,0
21,Private,10,Never-married,Management,Shared Housing,48,1,0,0,0,0
28,Self Employed,10,Never-married,Management,Shared Housing,30,1,0,1,1,0
46,Private,9,Married,Management,Wife,40,0,1,1,1,0
35,Private,9,Widowed/Separated,Simple Services,Single,48,0,0,0,1,0
50,Self Employed,6,Never-married,Specialized Services,Shared Housing,25,1,0,1,1,0
48,Self Employed,10,Widowed/Separated,Management,Shared Housing,40,1,0,1,1,0
59,Private,13,Married,Specialized Services,Husband,50,1,1,1,1,1
23,Private,10,Never-married,Management,Child,40,1,0,0,1,0
53,Private,9,Widowed/Separated,Sales,Shared Housing,30,0,0,1,1,0
50,Self Employed,14,Married,Sales,Husband,40,1,1,1,1,0
53,Private,8,Married,Simple Services,Shared Housing,56,1,0,0,0,0
52,Private,9,Married,Simple Services,Husband,48,1,0,0,1,0
38,Private,13,Married,Professional,Husband,50,1,0,1,1,0
43,Private,14,Married,Management,Husband,50,1,1,1,1,0
35,Private,13,Married,Simple Services,Wife,32,0,0,1,1,0
41,Private,15,Married,Management,Husband,50,1,1,1,1,0
22,Private,10,Never-married,Sales,Child,40,1,0,1,1,0
39,Private,9,Married,Simple Services,Husband,60,1,1,1,1,0
45,Private,14,Married,Sales,Husband,40,1,1,1,1,0
31,Private,5,Married,Professional,Wife,42,0,0,1,1,0
40,Private,13,Married,Professional,Husband,40,1,1,1,1,0
47,Self Employed,3,Married,Simple Services,Husband,20,1,0,1,1,0
53,Private,9,Married,Specialized Services,Husband,40,1,0,0,0,0
53,Self Employed,13,Married,Sales,Husband,60,1,1,1,1,0
33,Government,13,Never-married,Specialized Services,Shared Housing,52,1,1,0,1,0
24,Private,13,Never-married,Administrative,Child,20,0,0,1,1,0
34,Private,10,Never-married,Simple Services,Shared Housing,40,0,0,1,1,0
46,Self Employed,9,Married,Sales,Husband,50,1,1,1,1,0
